iter	Passed	Remaining
0	0	21
1	1	22
2	2	19
3	3	17
4	4	16
5	5	15
6	6	15
7	7	15
8	7	14
9	8	13
10	9	12
11	10	11
12	10	10
13	11	9
14	12	8
15	13	7
16	14	6
17	15	5
18	16	5
19	16	4
20	17	3
21	18	2
22	19	1
23	20	0
24	20	0
